,Symbol,Name,Sector,Date,Price
336,NBL,Noble Energy Inc,Energy,2023-09-15 00:00:00,
337,JWN,Nordstrom,Consumer Discretionary,2023-09-15 00:00:00,14.729999542236328
338,NSC,Norfolk Southern Corp.,Industrials,2023-09-15 00:00:00,204.02999877929688
339,NTRS,Northern Trust Corp.,Financials,2023-09-15 00:00:00,72.72000122070312
340,NOC,Northrop Grumman Corp.,Industrials,2023-09-15 00:00:00,433.489990234375
341,NCLH,Norwegian Cruise Line,Consumer Discretionary,2023-09-15 00:00:00,17.229999542236328
342,NRG,NRG Energy,Utilities,2023-09-15 00:00:00,39.09999847412109
343,NUE,Nucor Corp.,Materials,2023-09-15 00:00:00,155.4199981689453
344,NVDA,Nvidia Corporation,Information Technology,2023-09-15 00:00:00,439.0
345,ORLY,O'Reilly Automotive,Consumer Discretionary,2023-09-15 00:00:00,930.2100219726562
346,OXY,Occidental Petroleum,Energy,2023-09-15 00:00:00,66.1500015258789
347,OMC,Omnicom Group,Consumer Discretionary,2023-09-15 00:00:00,77.41000366210938
348,OKE,ONEOK,Energy,2023-09-15 00:00:00,67.54000091552734
349,ORCL,Oracle Corp.,Information Technology,2023-09-15 00:00:00,113.91000366210938
350,PCAR,PACCAR Inc.,Industrials,2023-09-15 00:00:00,85.22000122070312
351,PKG,Packaging Corporation of America,Materials,2023-09-15 00:00:00,149.75
352,PH,Parker-Hannifin,Industrials,2023-09-15 00:00:00,392.1199951171875
353,PDCO,Patterson Companies,Health Care,2023-09-15 00:00:00,28.34000015258789
354,PAYX,Paychex Inc.,Information Technology,2023-09-15 00:00:00,115.97000122070312
355,PYPL,PayPal,Information Technology,2023-09-15 00:00:00,64.20999908447266
356,PNR,Pentair Ltd.,Industrials,2023-09-15 00:00:00,66.86000061035156
357,PBCT,People's United Financial,Financials,2023-09-15 00:00:00,
358,PEP,PepsiCo Inc.,Consumer Staples,2023-09-15 00:00:00,179.83999633789062
359,PKI,PerkinElmer,Health Care,2023-09-15 00:00:00,
360,PRGO,Perrigo,Health Care,2023-09-15 00:00:00,33.540000915527344
361,PFE,Pfizer Inc.,Health Care,2023-09-15 00:00:00,34.06999969482422
362,PCG,PG&E Corp.,Utilities,2023-09-15 00:00:00,17.309999465942383
363,PM,Philip Morris International,Consumer Staples,2023-09-15 00:00:00,95.79000091552734
364,PSX,Phillips 66,Energy,2023-09-15 00:00:00,121.02999877929688
365,PNW,Pinnacle West Capital,Utilities,2023-09-15 00:00:00,78.62000274658203
366,PXD,Pioneer Natural Resources,Energy,2023-09-15 00:00:00,234.0
367,PNC,PNC Financial Services,Financials,2023-09-15 00:00:00,126.3499984741211
368,RL,Polo Ralph Lauren Corp.,Consumer Discretionary,2023-09-15 00:00:00,113.86000061035156
369,PPG,PPG Industries,Materials,2023-09-15 00:00:00,133.8000030517578
370,PPL,PPL Corp.,Utilities,2023-09-15 00:00:00,25.65999984741211
371,PX,Praxair Inc.,Materials,2023-09-15 00:00:00,11.260000228881836
372,PCLN,Priceline.com Inc,Consumer Discretionary,2023-09-15 00:00:00,
373,PFG,Principal Financial Group,Financials,2023-09-15 00:00:00,76.94999694824219
374,PG,Procter & Gamble,Consumer Staples,2023-09-15 00:00:00,153.47000122070312
375,PGR,Progressive Corp.,Financials,2023-09-15 00:00:00,138.74000549316406
376,PLD,Prologis,Real Estate,2023-09-15 00:00:00,123.18000030517578
377,PRU,Prudential Financial,Financials,2023-09-15 00:00:00,98.69000244140624
378,PEG,Public Serv. Enterprise Inc.,Utilities,2023-09-15 00:00:00,61.34999847412109
379,PSA,Public Storage,Real Estate,2023-09-15 00:00:00,274.1099853515625
380,PHM,Pulte Homes Inc.,Consumer Discretionary,2023-09-15 00:00:00,76.2699966430664
381,PVH,PVH Corp.,Consumer Discretionary,2023-09-15 00:00:00,79.37000274658203
382,QRVO,Qorvo,Information Technology,2023-09-15 00:00:00,95.93000030517578
383,QCOM,QUALCOMM Inc.,Information Technology,2023-09-15 00:00:00,113.13999938964844
384,PWR,Quanta Services Inc.,Industrials,2023-09-15 00:00:00,199.2400054931641
385,DGX,Quest Diagnostics,Health Care,2023-09-15 00:00:00,126.22000122070312
386,RRC,Range Resources Corp.,Energy,2023-09-15 00:00:00,32.029998779296875
387,RJF,Raymond James Financial Inc.,Financials,2023-09-15 00:00:00,107.66999816894533
388,RTN,Raytheon Co.,Industrials,2023-09-15 00:00:00,
389,O,Realty Income Corporation,Real Estate,2023-09-15 00:00:00,54.09999847412109
390,RHT,Red Hat Inc.,Information Technology,2023-09-15 00:00:00,
391,REG,Regency Centers Corporation,Real Estate,2023-09-15 00:00:00,63.709999084472656
392,REGN,Regeneron,Health Care,2023-09-15 00:00:00,823.4000244140625
393,RF,Regions Financial Corp.,Financials,2023-09-15 00:00:00,17.959999084472656
394,RSG,Republic Services Inc,Industrials,2023-09-15 00:00:00,150.13999938964844
395,RMD,ResMed,Health Care,2023-09-15 00:00:00,145.38999938964844
396,RHI,Robert Half International,Industrials,2023-09-15 00:00:00,75.0999984741211
397,ROK,Rockwell Automation Inc.,Industrials,2023-09-15 00:00:00,285.20001220703125
398,COL,Rockwell Collins,Industrials,2023-09-15 00:00:00,
399,ROP,Roper Technologies,Industrials,2023-09-15 00:00:00,495.80999755859375
400,ROST,Ross Stores,Consumer Discretionary,2023-09-15 00:00:00,118.16999816894533
401,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,2023-09-15 00:00:00,97.41999816894533
402,SPGI,"S&P Global, Inc.",Financials,2023-09-15 00:00:00,388.260009765625
403,CRM,Salesforce.com,Information Technology,2023-09-15 00:00:00,214.6100006103516
404,SBAC,SBA Communications,Real Estate,2023-09-15 00:00:00,218.1499938964844
405,SCG,SCANA Corp,Utilities,2023-09-15 00:00:00,
406,SLB,Schlumberger Ltd.,Energy,2023-09-15 00:00:00,60.58000183105469
407,SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,2023-09-15 00:00:00,
408,STX,Seagate Technology,Information Technology,2023-09-15 00:00:00,63.75
409,SEE,Sealed Air,Materials,2023-09-15 00:00:00,35.11000061035156
410,SRE,Sempra Energy,Utilities,2023-09-15 00:00:00,73.0999984741211
411,SHW,Sherwin-Williams,Materials,2023-09-15 00:00:00,261.6300048828125
412,SIG,Signet Jewelers,Consumer Discretionary,2023-09-15 00:00:00,76.31999969482422
413,SPG,Simon Property Group Inc,Real Estate,2023-09-15 00:00:00,116.41000366210938
414,SWKS,Skyworks Solutions,Information Technology,2023-09-15 00:00:00,98.20999908447266
415,SLG,SL Green Realty,Real Estate,2023-09-15 00:00:00,41.33000183105469
416,SNA,Snap-On Inc.,Consumer Discretionary,2023-09-15 00:00:00,260.4200134277344
417,SO,Southern Co.,Utilities,2023-09-15 00:00:00,71.08999633789062
418,LUV,Southwest Airlines,Industrials,2023-09-15 00:00:00,29.690000534057617
419,SWK,Stanley Black & Decker,Consumer Discretionary,2023-09-15 00:00:00,87.97000122070312
420,SBUX,Starbucks Corp.,Consumer Discretionary,2023-09-15 00:00:00,96.2300033569336
421,STT,State Street Corp.,Financials,2023-09-15 00:00:00,71.8499984741211
422,SRCL,Stericycle Inc,Industrials,2023-09-15 00:00:00,44.72999954223633
423,SYK,Stryker Corp.,Health Care,2023-09-15 00:00:00,292.7699890136719
424,STI,SunTrust Banks,Financials,2023-09-15 00:00:00,
425,SYMC,Symantec Corp.,Information Technology,2023-09-15 00:00:00,
426,SYF,Synchrony Financial,Financials,2023-09-15 00:00:00,32.52000045776367
427,SNPS,Synopsys Inc.,Information Technology,2023-09-15 00:00:00,451.9299926757813
428,SYY,Sysco Corp.,Consumer Staples,2023-09-15 00:00:00,71.0199966430664
429,TROW,T. Rowe Price Group,Financials,2023-09-15 00:00:00,109.62999725341795
430,TPR,"Tapestry, Inc.",Consumer Discretionary,2023-09-15 00:00:00,30.989999771118164
431,TGT,Target Corp.,Consumer Discretionary,2023-09-15 00:00:00,123.0500030517578
432,TEL,TE Connectivity Ltd.,Information Technology,2023-09-15 00:00:00,126.68000030517578
433,FTI,TechnipFMC,Energy,2023-09-15 00:00:00,20.86000061035156
434,TXN,Texas Instruments,Information Technology,2023-09-15 00:00:00,162.6199951171875
435,TXT,Textron Inc.,Industrials,2023-09-15 00:00:00,76.20999908447266
436,BK,The Bank of New York Mellon Corp.,Financials,2023-09-15 00:00:00,45.209999084472656
437,CLX,The Clorox Company,Consumer Staples,2023-09-15 00:00:00,146.1999969482422
438,COO,The Cooper Companies,Health Care,2023-09-15 00:00:00,342.3599853515625
439,HSY,The Hershey Company,Consumer Staples,2023-09-15 00:00:00,212.3600006103516
440,MOS,The Mosaic Company,Materials,2023-09-15 00:00:00,38.38999938964844
441,TRV,The Travelers Companies Inc.,Financials,2023-09-15 00:00:00,164.8000030517578
442,DIS,The Walt Disney Company,Consumer Discretionary,2023-09-15 00:00:00,85.58000183105469
443,TMO,Thermo Fisher Scientific,Health Care,2023-09-15 00:00:00,515.530029296875
444,TIF,Tiffany & Co.,Consumer Discretionary,2023-09-15 00:00:00,
445,TWX,Time Warner Inc.,Consumer Discretionary,2023-09-15 00:00:00,
446,TJX,TJX Companies Inc.,Consumer Discretionary,2023-09-15 00:00:00,92.44000244140624
447,TMK,Torchmark Corp.,Financials,2023-09-15 00:00:00,
448,TSS,Total System Services,Information Technology,2023-09-15 00:00:00,
449,TSCO,Tractor Supply Company,Consumer Discretionary,2023-09-15 00:00:00,212.83999633789065
450,TDG,TransDigm Group,Industrials,2023-09-15 00:00:00,864.7000122070312
451,TRIP,TripAdvisor,Consumer Discretionary,2023-09-15 00:00:00,15.979999542236328
452,FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,2023-09-15 00:00:00,31.8799991607666
453,FOX,Twenty-First Century Fox Class B,Consumer Discretionary,2023-09-15 00:00:00,29.299999237060547
454,TSN,Tyson Foods,Consumer Staples,2023-09-15 00:00:00,54.540000915527344
455,USB,U.S. Bancorp,Financials,2023-09-15 00:00:00,35.150001525878906
456,UDR,UDR Inc,Real Estate,2023-09-15 00:00:00,38.22999954223633
457,ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,2023-09-15 00:00:00,413.5700073242188
458,UAA,Under Armour Class A,Consumer Discretionary,2023-09-15 00:00:00,7.329999923706055
459,UA,Under Armour Class C,Consumer Discretionary,2023-09-15 00:00:00,6.710000038146973
460,UNP,Union Pacific,Industrials,2023-09-15 00:00:00,213.32000732421875
461,UAL,United Continental Holdings,Industrials,2023-09-15 00:00:00,45.70000076293945
462,UNH,United Health Group Inc.,Health Care,2023-09-15 00:00:00,486.7000122070313
463,UPS,United Parcel Service,Industrials,2023-09-15 00:00:00,160.49000549316406
464,URI,"United Rentals, Inc.",Industrials,2023-09-15 00:00:00,452.010009765625
465,UTX,United Technologies,Industrials,2023-09-15 00:00:00,
466,UHS,"Universal Health Services, Inc.",Health Care,2023-09-15 00:00:00,126.13999938964844
467,UNM,Unum Group,Financials,2023-09-15 00:00:00,48.52999877929688
468,VFC,V.F. Corp.,Consumer Discretionary,2023-09-15 00:00:00,18.15999984741211
469,VLO,Valero Energy,Energy,2023-09-15 00:00:00,143.67999267578125
470,VAR,Varian Medical Systems,Health Care,2023-09-15 00:00:00,
471,VTR,Ventas Inc,Real Estate,2023-09-15 00:00:00,44.619998931884766
472,VRSN,Verisign Inc.,Information Technology,2023-09-15 00:00:00,200.72000122070312
473,VRSK,Verisk Analytics,Industrials,2023-09-15 00:00:00,245.6499938964844
474,VZ,Verizon Communications,Telecommunication Services,2023-09-15 00:00:00,33.790000915527344
475,VRTX,Vertex Pharmaceuticals Inc,Health Care,2023-09-15 00:00:00,348.8999938964844
476,VIAB,Viacom Inc.,Consumer Discretionary,2023-09-15 00:00:00,
477,V,Visa Inc.,Information Technology,2023-09-15 00:00:00,241.07000732421875
478,VNO,Vornado Realty Trust,Real Estate,2023-09-15 00:00:00,25.18000030517578
479,VMC,Vulcan Materials,Materials,2023-09-15 00:00:00,210.58999633789065
480,WMT,Wal-Mart Stores,Consumer Staples,2023-09-15 00:00:00,164.63999938964844
481,WBA,Walgreens Boots Alliance,Consumer Staples,2023-09-15 00:00:00,22.420000076293945
482,WM,Waste Management Inc.,Industrials,2023-09-15 00:00:00,160.47999572753906
483,WAT,Waters Corporation,Health Care,2023-09-15 00:00:00,275.79998779296875
484,WEC,Wec Energy Group Inc,Utilities,2023-09-15 00:00:00,86.26000213623047
485,WFC,Wells Fargo,Financials,2023-09-15 00:00:00,42.95000076293945
486,HCN,Welltower Inc.,Real Estate,2023-09-15 00:00:00,
487,WDC,Western Digital,Information Technology,2023-09-15 00:00:00,43.59999847412109
488,WU,Western Union Co,Information Technology,2023-09-15 00:00:00,12.630000114440918
489,WRK,WestRock Company,Materials,2023-09-15 00:00:00,36.52999877929688
490,WY,Weyerhaeuser Corp.,Real Estate,2023-09-15 00:00:00,32.54999923706055
491,WHR,Whirlpool Corp.,Consumer Discretionary,2023-09-15 00:00:00,137.97999572753906
492,WMB,Williams Cos.,Energy,2023-09-15 00:00:00,34.34000015258789
493,WLTW,Willis Towers Watson,Financials,2023-09-15 00:00:00,
494,WYN,Wyndham Worldwide,Consumer Discretionary,2023-09-15 00:00:00,
495,WYNN,Wynn Resorts Ltd,Consumer Discretionary,2023-09-15 00:00:00,97.04000091552734
496,XEL,Xcel Energy Inc,Utilities,2023-09-15 00:00:00,57.970001220703125
497,XRX,Xerox Corp.,Information Technology,2023-09-15 00:00:00,16.059999465942383
498,XLNX,Xilinx Inc,Information Technology,2023-09-15 00:00:00,
499,XL,XL Capital,Financials,2023-09-15 00:00:00,
500,XYL,Xylem Inc.,Industrials,2023-09-15 00:00:00,95.5500030517578
501,YUM,Yum! Brands Inc,Consumer Discretionary,2023-09-15 00:00:00,127.98999786376952
502,ZBH,Zimmer Biomet Holdings,Health Care,2023-09-15 00:00:00,121.30999755859376
503,ZION,Zions Bancorp,Financials,2023-09-15 00:00:00,36.91999816894531
504,ZTS,Zoetis,Health Care,2023-09-15 00:00:00,180.25
